Geographical Name;Latitude;Longitude;Generic Term;Province - Territory
Wagner;55.3541667;-114.9855556;Hamlet;Alberta
Wainwright;52.8341666;-110.8580556;Town;Alberta
Walsh;49.9472223;-110.0425;Hamlet;Alberta
Wandering River;55.1955555;-112.4752778;Locality;Alberta
Warburg;53.1783334;-114.3208333;Village;Alberta
Warner;49.2827778;-112.2077778;Village;Alberta
Waskatenau;54.0938889;-112.7841667;Village;Alberta
Waterton Park;49.0516667;-113.9141667;Hamlet;Alberta
Watino;55.7191667;-117.6172222;Hamlet;Alberta
Wayne;51.383333;-112.65;Hamlet;Alberta
Wembley;55.1555556;-119.1458333;Town;Alberta
Western Monarch;51.3286111;-112.4797222;Hamlet;Alberta
Westlock;54.1552778;-113.8569444;Town;Alberta
Wetaskiwin;52.9691667;-113.3769444;City;Alberta
Whitecourt;54.1411111;-115.6841667;Town;Alberta
Whitecroft;53.5016667;-113.2930556;Hamlet;Alberta
Whitelaw;56.1083333;-118.0780556;Hamlet;Alberta
Widewater;55.3666666;-115.0333333;Hamlet;Alberta
Willingdon;53.8286111;-112.1180556;Village;Alberta
Wimborne;51.8661111;-113.595;Hamlet;Alberta
Windfall;54.1833334;-116.2108333;Hamlet;Alberta
Winfield;52.9652778;-114.4230556;Hamlet;Alberta
Woking;55.5925;-118.7719444;Hamlet;Alberta
Wrentham;49.5144445;-112.1727778;Hamlet;Alberta
Wyeclif;53.5130555;-113.24;Hamlet;Alberta
Youngstown;51.5288889;-111.2102778;Village;Alberta
100 Mile House;51.642778;-121.295556;District Municipality;British Columbia
Abbotsford;49.052222;-122.329167;City;British Columbia
Alert Bay;50.583889;-126.927778;Village;British Columbia
Anmore;49.314444;-122.856389;Village;British Columbia
Armstrong;50.448333;-119.196667;City;British Columbia
Ashcroft;50.721389;-121.283611;Village;British Columbia
Barriere;51.179722;-120.123611;District Municipality;British Columbia
Belcarra;49.313611;-122.915;Village;British Columbia
Blue River;52.1;-119.3;Community;British Columbia
Bowen Island;49.379722;-123.344167;District Municipality;British Columbia
Burnaby;49.242778;-122.972778;City;British Columbia
Burns Lake;54.230278;-125.764444;Village;British Columbia
Cache Creek;50.811944;-121.323334;Village;British Columbia
Campbell River;50.023056;-125.243611;City;British Columbia
Canal Flats;50.160278;-115.808889;Village;British Columbia
Castlegar;49.324444;-117.666944;City;British Columbia
Central Saanich;48.594444;-123.420833;District Municipality;British Columbia
Chase;50.819167;-119.686111;Village;British Columbia
Chetwynd;55.695833;-121.638333;District Municipality;British Columbia
Chilliwack;49.157778;-121.950833;City;British Columbia
Clearwater;51.645556;-120.0325;District Municipality;British Columbia
Clinton;51.091667;-121.586667;Village;British Columbia
Coldstream;50.223889;-119.23;District Municipality;British Columbia
Colwood;48.423611;-123.493333;City;British Columbia
Comox;49.672778;-124.927778;Town;British Columbia
Coquitlam;49.284167;-122.793611;City;British Columbia
Courtenay;49.689444;-124.995833;City;British Columbia
Cranbrook;49.508056;-115.746944;City;British Columbia
Creston;49.0975;-116.513056;Town;British Columbia
Cumberland;49.618611;-125.0325;Village;British Columbia
Dawson Creek;55.760556;-120.235556;City;British Columbia
Dease Lake;58.433333;-130.024167;Community;British Columbia
Delta;49.084722;-123.058611;District Municipality;British Columbia
District of West Kelowna;49.83;-119.628611;District Municipality;British Columbia
Duncan;48.778611;-123.708056;City;British Columbia
Elkford;50.024444;-114.921667;District Municipality;British Columbia
Enderby;50.550556;-119.139444;City;British Columbia
Esquimalt;48.429722;-123.414444;District Municipality;British Columbia
Fernie;49.504167;-115.062778;City;British Columbia
Fort St. James;54.444444;-124.259167;District Municipality;British Columbia
Fort St. John;56.2525;-120.846667;City;British Columbia
Fraser Lake;54.060278;-124.843889;Village;British Columbia
Fruitvale;49.115;-117.542778;Village;British Columbia
Gibsons;49.400278;-123.508889;Town;British Columbia
Gold River;49.781389;-126.046944;Village;British Columbia
Golden;51.297778;-116.964722;Town;British Columbia
Grand Forks;49.031111;-118.439167;City;British Columbia
Granisle;54.884722;-126.206667;Village;British Columbia
Greenwood;49.088333;-118.676389;City;British Columbia
Harrison Hot Springs;49.298889;-121.784444;Village;British Columbia
Hazelton;55.255833;-127.675556;Village;British Columbia
Highlands;48.480556;-123.511944;District Municipality;British Columbia
Hope;49.38;-121.441389;District Municipality;British Columbia
Horseshoe Bay;49.366667;-123.26667;Community;British Columbia
Houston;54.398333;-126.648333;District Municipality;British Columbia
Hudson's Hope;56.025833;-121.913611;District Municipality;British Columbia
Invermere;50.505833;-116.030556;District Municipality;British Columbia
Jumbo Glacier;50.408333;-116.566667;Mountain Resort Municipality;British Columbia
Kamloops;50.675833;-120.339444;City;British Columbia
Kaslo;49.910556;-116.905;Village;British Columbia
Kelowna;49.888056;-119.495556;City;British Columbia
Kent;49.238056;-121.7625;District Municipality;British Columbia
Keremeos;49.204722;-119.829722;Village;British Columbia
Kimberley;49.685;-115.981667;City;British Columbia
Kitimat;54.053333;-128.652222;District Municipality;British Columbia
Ladysmith;48.993333;-123.815556;Town;British Columbia
Lake Country;50.030278;-119.4025;District Municipality;British Columbia
Lake Cowichan;48.825833;-124.056389;Town;British Columbia
Langford;48.449722;-123.504444;City;British Columbia
Langley;49.1025;-122.658056;City;British Columbia
Langley;49.120278;-122.659722;District Municipality;British Columbia
Lantzville;49.250556;-124.074444;District Municipality;British Columbia
Lillooet;50.693889;-121.933611;District Municipality;British Columbia
Lions Bay;49.458611;-123.235278;Village;British Columbia
Logan Lake;50.494444;-120.813333;District Municipality;British Columbia
Lumby;50.250833;-118.961944;Village;British Columbia
Lytton;50.231111;-121.581389;Village;British Columbia
Mackenzie;55.324444;-123.092778;District Municipality;British Columbia
Maple Ridge;49.22;-122.598889;City;British Columbia
Masset;54.011111;-132.146667;Village;British Columbia
McBride;53.304167;-120.163889;Village;British Columbia
Merritt;50.1125;-120.788333;City;British Columbia
Metchosin;48.379167;-123.535833;District Municipality;British Columbia
Midway;49.008333;-118.778333;Village;British Columbia
Mission;49.159167;-122.283889;District Municipality;British Columbia
Montrose;49.078889;-117.594167;Village;British Columbia
Nakusp;50.239167;-117.7975;Village;British Columbia
Nanaimo;49.163889;-123.938056;City;British Columbia
Nelson;49.493333;-117.295833;City;British Columbia
New Denver;49.991389;-117.377222;Village;British Columbia
New Hazelton;55.243333;-127.586944;District Municipality;British Columbia
New Westminster;49.206667;-122.910556;City;British Columbia
North Cowichan;48.824722;-123.719722;District Municipality;British Columbia
North Saanich;48.656389;-123.432222;District Municipality;British Columbia
North Vancouver;49.320556;-123.073889;City;British Columbia
North Vancouver;49.336111;-123.078056;District Municipality;British Columbia
Northern Rockies Regional Municipality;58.803889;-122.706667;District Municipality;British Columbia
Oak Bay;48.425833;-123.318056;District Municipality;British Columbia
Oliver;49.1825;-119.550833;Town;British Columbia
Osoyoos;49.0325;-119.468333;Town;British Columbia
Parksville;49.318056;-124.311389;City;British Columbia
Peachland;49.773889;-119.736389;District Municipality;British Columbia
Pemberton;50.320556;-122.807778;Village;British Columbia
Penticton;49.500833;-119.593889;City;British Columbia
Pitt Meadows;49.220556;-122.690278;City;British Columbia
Port Alberni;49.234444;-124.805833;City;British Columbia
Port Alice;50.426667;-127.488056;Village;British Columbia
Port Clements;53.685556;-132.183611;Village;British Columbia
Port Coquitlam;49.261944;-122.780278;City;British Columbia
Port Edward;54.220556;-130.289444;District Municipality;British Columbia
Port Hardy;50.724444;-127.498056;District Municipality;British Columbia
Port McNeill;50.589444;-127.083611;Town;British Columbia
Port Moody;49.282222;-122.829444;City;British Columbia
Pouce Coupe;55.714722;-120.133611;Village;British Columbia
Powell River;49.835556;-124.524444;City;British Columbia
Prince George;53.913056;-122.745278;City;British Columbia
Prince Rupert;54.312778;-130.325278;City;British Columbia
Princeton;49.460278;-120.507778;Town;British Columbia
Qualicum Beach;49.348056;-124.443889;Town;British Columbia
Quesnel;52.979722;-122.493611;City;British Columbia
Radium Hot Springs;50.62;-116.076111;Village;British Columbia
Revelstoke;50.998889;-118.195833;City;British Columbia
Richmond;49.163333;-123.163333;City;British Columbia
Rossland;49.076944;-117.802222;City;British Columbia
Saanich;48.456667;-123.373333;District Municipality;British Columbia
Salmo;49.193333;-117.278611;Village;British Columbia
Salmon Arm;50.701389;-119.278056;City;British Columbia
Sayward;50.378889;-125.959444;Village;British Columbia
Sechelt;49.471667;-123.763333;District Municipality;British Columbia
Sicamous;50.836111;-118.98;District Municipality;British Columbia
Sidney;48.650556;-123.398333;Town;British Columbia
Silverton;49.952778;-117.357222;Village;British Columbia
Slocan;49.767778;-117.466111;Village;British Columbia
Smithers;54.779167;-127.176111;Town;British Columbia
Sooke;48.382778;-123.731944;District Municipality;British Columbia
Spallumcheen;50.4025;-119.2175;District Municipality;British Columbia
Sparwood;49.733333;-114.885833;District Municipality;British Columbia
Squamish;49.698056;-123.155833;District Municipality;British Columbia
Stewart;55.938333;-129.991111;District Municipality;British Columbia
Summerland;49.602222;-119.681944;District Municipality;British Columbia
Sun Peaks;50.884444;-119.879444;Mountain Resort Municipality;British Columbia
Surrey;49.111667;-122.8275;City;British Columbia
Tahsis;49.916389;-126.664444;Village;British Columbia
Taylor;56.159167;-120.686667;District Municipality;British Columbia
Telkwa;54.696667;-127.050833;Village;British Columbia
Terrace;54.516389;-128.599722;City;British Columbia
Tofino;49.153056;-125.904444;District Municipality;British Columbia
Trail;49.094444;-117.709167;City;British Columbia
Tumbler Ridge;55.126111;-120.998056;District Municipality;British Columbia
Ucluelet;48.942778;-125.546111;District Municipality;British Columbia
Valemount;52.829444;-119.28;Village;British Columbia
Vancouver;49.261111;-123.113889;City;British Columbia
Vanderhoof;54.0175;-124.0075;District Municipality;British Columbia
Vernon;50.266667;-119.271667;City;British Columbia
Victoria;48.428333;-123.364722;City;British Columbia
View Royal;48.451944;-123.434167;Town;British Columbia
Village of Queen Charlotte;53.254722;-132.1025;Village;British Columbia
Warfield;49.094167;-117.749167;Village;British Columbia
Wells;53.104444;-121.5725;District Municipality;British Columbia
West Vancouver;49.331111;-123.159722;District Municipality;British Columbia
Whistler;50.117222;-122.954722;Resort Municipality;British Columbia
White Rock;49.023611;-122.798333;City;British Columbia
Williams Lake;52.129167;-122.14;City;British Columbia
Zeballos;49.9825;-126.846111;Village;British Columbia
Albert Beach;50.680556;-96.513611;Locality;Manitoba
Alexander;49.83;-100.29528;Local Urban District;Manitoba
Alonsa;50.798889;-98.974444;Local Urban District;Manitoba
Altamont;49.398611;-98.497222;Local Urban District;Manitoba
Altona;49.104722;-97.558889;Town;Manitoba
Amaranth;50.595556;-98.738333;Local Urban District;Manitoba
Amery;56.565;-94.0625;Community;Manitoba
Angusville;50.735556;-101.02056;Local Urban District;Manitoba
Anola;49.885;-96.635556;Community;Manitoba
Arborg;50.907222;-97.216944;Town;Manitoba
Arden;50.277222;-99.269722;Local Urban District;Manitoba
Argyle;50.181111;-97.454444;Community;Manitoba
Arnaud;49.250278;-97.103889;Community;Manitoba
Arnes;50.801944;-96.993889;Community;Manitoba
Arnot;55.767222;-96.684722;Locality;Manitoba
Ashern;51.182222;-98.345556;Local Urban District;Manitoba
Ashville;51.175;-100.29583;Community;Manitoba
Athapap;54.573889;-101.68278;Community;Manitoba
Atik;54.294167;-101.39417;Locality;Manitoba
Aubigny;49.458056;-97.245833;Community;Manitoba
Austin;49.950278;-98.936111;Local Urban District;Manitoba
Baden;52.780278;-101.21583;Northern Community;Manitoba
Badger;49.190278;-95.959167;Community;Manitoba
Bagot;49.969167;-98.63;Community;Manitoba
Bakers Narrows;54.677222;-101.66028;Locality;Manitoba
Baldur;49.385278;-99.243889;Local Urban District;Manitoba
Balmoral;50.256389;-97.318611;Community;Manitoba
Balsam Bay;50.490556;-96.588611;Locality;Manitoba
Barrows;52.829444;-101.44111;Northern Community;Manitoba
Basswood;50.301389;-100.03361;Community;Manitoba
Beaconia;50.445556;-96.5575;Community;Manitoba
Beaudry;49.858611;-97.496944;Locality;Manitoba
Beaumont;49.844722;-97.159167;Neighbourhood;Manitoba
Beausejour;50.062222;-96.516111;Town;Manitoba
Bedford;49.3725;-96.321667;Railway Point;Manitoba
Belair;50.605556;-96.554444;Community;Manitoba
Belleview;49.604722;-100.85667;Community;Manitoba
Bellsite;52.594167;-101.05972;Community;Manitoba
Belmont;49.409444;-99.456389;Local Urban District;Manitoba
Benito;51.913889;-101.54833;Village;Manitoba
Berens River;52.365278;-97.029167;Northern Community;Manitoba
Beresford;49.730278;-100.19694;Community;Manitoba
Bethany;50.3125;-99.75;Community;Manitoba
Beulah;50.260556;-101.03667;Community;Manitoba
Bield;51.221111;-101.15389;Community;Manitoba
Binscarth;50.626667;-101.28278;Village;Manitoba
Birch Bay;51.478889;-98.538889;Locality;Manitoba
Birch River;52.396111;-101.10389;Local Urban District;Manitoba
Bird River;50.412778;-95.679444;Locality;Manitoba
Birds Hill;49.975;-97.005278;Community;Manitoba
Birdtail;50.726944;-100.88639;Locality;Manitoba
Birdtail Sioux;50.266667;-101.15;Community;Manitoba
Birnie;50.447222;-99.44;Community;Manitoba
Birtle;50.4225;-101.0475;Town;Manitoba
Bissett;51.025;-95.681111;Northern Community;Manitoba
Bloodvein;51.790833;-96.705278;Community;Manitoba
Blumenfeld;49.050278;-97.958889;Community;Manitoba
Blumengart;49.132778;-97.795833;Locality;Manitoba
Blumenort;49.604444;-96.688889;Local Urban District;Manitoba
Boggy Creek;51.535;-101.35361;Community;Manitoba
Boissevain;49.230556;-100.055;Town;Manitoba
Bowsman;52.235833;-101.20722;Village;Manitoba
Bradwardine;49.995556;-100.46361;Community;Manitoba
Brandon;49.846944;-99.952222;City;Manitoba
Briggs Spur;52.078889;-100.65306;Community;Manitoba
Bristol;49.472778;-96.738333;Locality;Manitoba
Broad Valley;50.985556;-97.651111;Community;Manitoba
Brochet;57.879722;-101.67111;Northern Community;Manitoba
Brokenhead;50.239444;-96.4875;Locality;Manitoba
Brokenhead Reserve;50.372222;-96.625;Community;Manitoba
Brooklands;49.920833;-97.2;Neighbourhood;Manitoba
Broomhill;49.393056;-101.0875;Locality;Manitoba
Brunkild;49.592778;-97.574444;Community;Manitoba
Bruxelles;49.4875;-98.918611;Community;Manitoba
Buffalo Point;49.011111;-95.238889;Community;Manitoba
Caliento;49.133611;-96.415;Community;Manitoba
Camper;51.070833;-98.26;Community;Manitoba
Camperville;51.988333;-100.14278;Northern Community;Manitoba
Carberry;49.868889;-99.359444;Town;Manitoba
Cardale;50.236667;-100.32111;Community;Manitoba
Carman;49.499167;-98.000833;Town;Manitoba
Carroll;49.6075;-100.03194;Community;Manitoba
Cartwright;49.095556;-99.34;Village;Manitoba
Channing;54.753611;-101.8325;Community;Manitoba
Chater;49.867222;-99.831389;Community;Manitoba
Chatfield;50.783889;-97.570833;Community;Manitoba
Churchill;58.780833;-94.186944;Town;Manitoba
Clandeboye;50.243611;-96.971389;Community;Manitoba
Clanwilliam;50.361944;-99.814722;Community;Manitoba
Clarkleigh;50.594444;-98.014444;Locality;Manitoba
Cormorant;54.223889;-100.60028;Northern Community;Manitoba
Coulter;49.090833;-100.98528;Community;Manitoba
Cowan;52.035;-100.64778;Community;Manitoba
Cracknell;50.8625;-101.24056;Community;Manitoba
Cranberry Portage;54.586111;-101.37722;Local Urban District;Manitoba
Crandall;50.15;-100.78444;Community;Manitoba
Crane River;51.535556;-99.281111;Northern Community;Manitoba
Cromer;49.731389;-101.235;Community;Manitoba
Cross Lake;54.625833;-97.778889;Northern Community;Manitoba
Crystal City;49.146389;-98.948889;Village;Manitoba
Culross;49.714167;-97.911111;Community;Manitoba
Culver;49.894444;-95.670278;Locality;Manitoba
Cypress River;49.555833;-99.086667;Local Urban District;Manitoba
Dacotah;49.875278;-97.638611;Community;Manitoba
Dallas;51.392222;-97.485;Northern Community;Manitoba
Darlingford;49.203889;-98.378056;Local Urban District;Manitoba
Dauphin;51.149444;-100.04944;City;Manitoba
Dauphin River;51.959722;-98.065278;Northern Community;Manitoba
Dawson Bay;52.976667;-100.97972;Northern Community;Manitoba
Deacons Corner;49.820278;-96.934167;Community;Manitoba
Deerhorn;50.779722;-98.040833;Community;Manitoba
Deerwood;49.397778;-98.386389;Locality;Manitoba
Deleau;49.581111;-100.57528;Community;Manitoba
Deloraine;49.190833;-100.49389;Town;Manitoba
Delta Beach;50.186667;-98.320278;Community;Manitoba
Dog Creek;50.908333;-98.597222;Community;Manitoba
Domain;49.614167;-97.321389;Community;Manitoba
Dominion City;49.141944;-97.155556;Local Urban District;Manitoba
Douglas;49.893333;-99.710556;Community;Manitoba
Dropmore;51.016944;-101.44222;Community;Manitoba
Duck Bay;52.176389;-100.14917;Northern Community;Manitoba
Dufresne;49.726944;-96.723333;Community;Manitoba
Dufrost;49.358333;-97.051667;Community;Manitoba
Dugald;49.8861110;-96.8380560;Community;Manitoba
Dunrea;49.405833;-99.730833;Local Urban District;Manitoba
Durban;51.929167;-101.44056;Community;Manitoba
East Braintree;49.619444;-95.623333;Community;Manitoba
East Selkirk;50.1375;-96.833056;Community;Manitoba
Easterville;53.1075;-99.812778;Community;Manitoba
Ebb and Flow;51.038056;-99.067778;Locality;Manitoba
Eddystone;51.090278;-99.149722;Community;Manitoba
Eden;50.376389;-99.469444;Community;Manitoba
Edwin;49.889444;-98.515;Community;Manitoba
Elgin;49.443889;-100.26917;Local Urban District;Manitoba
Elie;49.901667;-97.758333;Local Urban District;Manitoba
Elkhorn;49.975556;-101.23944;Village;Manitoba
Elm Creek;49.675556;-97.9925;Local Urban District;Manitoba
Elma;49.875;-95.908056;Community;Manitoba
Elphinstone;50.531111;-100.32194;Local Urban District;Manitoba
Elva;49.216111;-101.11528;Community;Manitoba
Emerson;49.006944;-97.214722;Town;Manitoba
Erickson;50.498056;-99.911389;Town;Manitoba
Eriksdale;50.862778;-98.101111;Community;Manitoba
Ethelbert;51.529167;-100.39333;Village;Manitoba
Fairfax;49.435;-100.12833;Community;Manitoba
Fairford;51.585556;-98.710278;Community;Manitoba
Falcon Lake;49.686389;-95.326111;Community;Manitoba
Fannystelle;49.744722;-97.777778;Community;Manitoba
Faulkner;51.422778;-98.6625;Community;Manitoba
Ferndale;49.723889;-97.514722;Locality;Manitoba
Firdale;49.982222;-99.109722;Community;Manitoba
Fisher Branch;51.083056;-97.62;Local Urban District;Manitoba
Fisher River Cree Nation;51.438889;-97.366667;Community;Manitoba
Flin Flon;54.768056;-101.8641699;City;Manitoba
Fork River;51.511667;-100.02028;Community;Manitoba
Forrest;49.966389;-99.936667;Community;Manitoba
Fort Alexander;50.608889;-96.295556;Community;Manitoba
Fortier;49.935;-97.916111;Community;Manitoba
Foxwarren;50.517222;-101.15139;Community;Manitoba
Franklin;50.244167;-99.664722;Community;Manitoba
Fraserwood;50.639444;-97.214444;Community;Manitoba
Gambler;50.595;-101.38333;Community;Manitoba
Garden Hill;53.883333;-94.648889;Community;Manitoba
Gardenton;49.086944;-96.695;Community;Manitoba
Garland;51.653333;-100.45944;Community;Manitoba
Garson;50.077778;-96.706667;Village;Manitoba
Gilbert Plains;51.149722;-100.487778;Town;Manitoba
Gillam;56.347222;-94.707778;Town;Manitoba
Gimli;50.633611;-96.99;Town;Manitoba
Giroux;49.574444;-96.567222;Community;Manitoba
Gladstone;50.225833;-98.95;Town;Manitoba
Glass;49.885278;-96.726944;Community;Manitoba
Glenboro;49.555833;-99.291111;Village;Manitoba
Glencairn;50.6525;-99.305556;Community;Manitoba
Glencross;49.117222;-98.014444;Locality;Manitoba
Glenella;50.556944;-99.192778;Local Urban District;Manitoba
Glenlea;49.635556;-97.135;Community;Manitoba
Glenora;49.252222;-99.154444;Community;Manitoba
Gnadenfeld;49.073889;-97.526667;Community;Manitoba
Gnadenthal;49.098056;-97.796944;Community;Manitoba
Gods Lake;54.670556;-94.153889;Community;Manitoba
Gods Lake Narrows;54.554722;-94.476389;Northern Community;Manitoba
Gods River;54.841667;-94.09;Community;Manitoba
Goodlands;49.094444;-100.60389;Community;Manitoba
Grahamdale;51.392222;-98.499722;Community;Manitoba
Grand Beach;50.554167;-96.633333;Community;Manitoba
Grand Marais;50.541667;-96.619444;Community;Manitoba
Grand Rapids;53.178333;-99.264722;Town;Manitoba
Grande Pointe;49.766667;-97.05;Community;Manitoba
Grandview;51.174167;-100.69778;Town;Manitoba
Graysville;49.509167;-98.1575;Community;Manitoba
Great Falls;50.459444;-96.012222;Community;Manitoba
Gretna;49.007778;-97.561667;Town;Manitoba
Griswold;49.775;-100.47083;Local Urban District;Manitoba
Grosse Isle;50.063611;-97.441667;Community;Manitoba
Grunthal;49.406667;-96.858056;Local Urban District;Manitoba
Gull Harbour;51.199167;-96.62;Locality;Manitoba
Gull Lake;50.4061158;-96.5194683;Locality;Manitoba
Gunton;50.318056;-97.266111;Community;Manitoba
Gypsumville;51.768889;-98.634722;Community;Manitoba
Hadashville;49.676667;-95.9075;Community;Manitoba
Halbstadt;49.045556;-97.37;Community;Manitoba
Hallboro;50.146389;-99.448333;Community;Manitoba
Hamiota;50.180555;-100.596111;Town;Manitoba
Hargrave;49.917222;-101.07194;Community;Manitoba
Harrowby;50.755556;-101.45222;Community;Manitoba
Hartney;49.480833;-100.5225;Town;Manitoba
